,Country,Age,Gender,playlist_id,link,music_genre
0,Albania,18-24,female,spotify:playlist:4Gol1EeoMD24Bm4EoiVpnw,https://everynoise.com/everydemo.cgi?root=AL%2018-24f&amp;gscope=all&amp;ascope=all,"['albanian pop', 'albanian hip hop', 'kosovan pop']"
1,Albania,18-24,male,spotify:playlist:05tRphjiIyK7HDcZCCTgjs,https://everynoise.com/everydemo.cgi?root=AL%2018-24m&amp;gscope=all&amp;ascope=all,"['albanian pop', 'albanian hip hop', 'kosovan pop']"
2,Algeria,0-17,male,spotify:playlist:0YUFKgR0FGGKd1zzO9XwEc,https://everynoise.com/everydemo.cgi?root=DZ%200-17m&amp;gscope=all&amp;ascope=all,"['rap algerien', 'rai', 'francoton', 'french hip hop', 'pop urbaine', 'rap francais', 'arabic hip hop', 'moroccan pop', 'rap maroc', 'rap tunisien']"
3,Algeria,18-24,female,spotify:playlist:3gg3rmx4AadbMtpOVU2nvZ,https://everynoise.com/everydemo.cgi?root=DZ%2018-24f&amp;gscope=all&amp;ascope=all,"['rai', 'moroccan pop', 'francoton', 'french hip hop', 'pop urbaine', 'rap maroc', 'rai algerien', 'rap francais', 'rap algerien', 'rif', 'arab pop', 'arabic hip hop', 'deep rai', 'belgian hip hop', 'egyptian pop', 'french pop', 'rap belge', 'rap conscient', 'rap tunisien']"
4,Algeria,18-24,male,spotify:playlist:5P8wLuUHb6w5gV3ZAxLhft,https://everynoise.com/everydemo.cgi?root=DZ%2018-24m&amp;gscope=all&amp;ascope=all,"['rai', 'rap algerien', 'rai algerien', 'moroccan pop', 'arabic hip hop', 'rap maroc', 'rap tunisien', 'french hip hop']"
5,Algeria,25-29,male,spotify:playlist:28hbIlbxxM0sOQVl2uZLBW,https://everynoise.com/everydemo.cgi?root=DZ%2025-29m&amp;gscope=all&amp;ascope=all,"['rai', 'rap algerien', 'moroccan pop', 'rap maroc', 'francoton', 'french hip hop', 'pop urbaine', 'rap francais', 'rai algerien', 'arabic hip hop', 'rap tunisien', 'french pop', 'rap marseille', 'reggae maghreb', 'rif', 'tunisian pop']"
6,Algeria,30-34,male,spotify:playlist:4eDfYwCZGDfifMN75BdnZU,https://everynoise.com/everydemo.cgi?root=DZ%2030-34m&amp;gscope=all&amp;ascope=all,"['rai', 'moroccan pop', 'rap algerien', 'rap maroc', 'francoton', 'french hip hop', 'pop urbaine', 'rai algerien', 'rap francais', 'rap tunisien', 'arabic hip hop', 'french pop', 'rif']"
7,Angola,18-24,male,spotify:playlist:7rb1rciWmqeadwnAIp4mUk,https://everynoise.com/everydemo.cgi?root=AO%2018-24m&amp;gscope=all&amp;ascope=all,"['rap angolano', 'hip hop tuga', 'kizomba', 'trap tuga']"
8,Argentina,0-17,female,spotify:playlist:1KL27hViLJlh0fgawAU6SL,https://everynoise.com/everydemo.cgi?root=AR%200-17f&amp;gscope=all&amp;ascope=all,"['cumbia pop', 'trap argentino', 'rkt', 'cumbia 420', 'argentine hip hop', 'cumbia villera', 'argentine rock', 'argentine telepop', 'latin rock', 'argentine indie', 'rock en espanol', 'latin alternative', 'latin viral pop', 'pop argentino', 'trap latino', 'rock nacional', 'trap triste', 'latin pop', 'rap latina', 'argentine alternative rock', 'hyperpop en espanol', 'manso indie', 'perreo', 'rap underground argentino']"
9,Argentina,0-17,male,spotify:playlist:2MpHlj7SuehxI7D56Tkg55,https://everynoise.com/everydemo.cgi?root=AR%200-17m&amp;gscope=all&amp;ascope=all,"['rkt', 'cumbia 420', 'trap argentino', 'cumbia pop', 'argentine hip hop', 'trap latino', 'rap uruguayo', 'trap triste', 'cumbia villera', 'pop argentino']"
10,Argentina,0-17,nonbinary,spotify:playlist:1XJXFjgIvkxsf34KDzeqw1,https://everynoise.com/everydemo.cgi?root=AR%200-17n&amp;gscope=all&amp;ascope=all,"['latin rock', 'rock en espanol', 'latin alternative', 'trap argentino', 'argentine rock', 'rock nacional', 'trap latino', 'argentine hip hop', 'cumbia pop', 'cumbia 420', 'pop argentino', 'trap triste', 'argentine indie', 'cumbia villera', 'rkt', 'latin pop', 'post-punk argentina', 'argentine telepop', 'latin', 'ska argentino', 'indie pop', 'reggaeton', 'rock uruguayo', 'urbano espanol', 'argentine alternative rock', 'argentine punk', 'electronica argentina', 'hyperpop en espanol', 'indie triste', 'latin viral pop', 'rap latina', 'rap underground argentino']"
11,Argentina,18-24,female,spotify:playlist:3ZOIn4bLkUCQv64EvyEscs,https://everynoise.com/everydemo.cgi?root=AR%2018-24f&amp;gscope=all&amp;ascope=all,"['cumbia pop', 'trap argentino', 'latin rock', 'argentine rock', 'argentine indie', 'rock en espanol', 'cumbia 420', 'pop argentino', 'argentine telepop', 'rock nacional', 'argentine hip hop', 'latin alternative', 'trap latino', 'rkt', 'latin pop', 'argentine alternative rock', 'cumbia villera', 'latin', 'latin viral pop', 'rap latina', 'electronica argentina', 'r&b argentino', 'rap underground argentino', 'reggaeton', 'trap triste', 'manso indie', 'urbano espanol']"
12,Argentina,18-24,male,spotify:playlist:4m9gcsO6VjkKaqPSm2VlwJ,https://everynoise.com/everydemo.cgi?root=AR%2018-24m&amp;gscope=all&amp;ascope=all,"['rkt', 'cumbia 420', 'trap argentino', 'cumbia pop', 'argentine hip hop', 'rap underground argentino', 'rap uruguayo', 'trap latino', 'cumbia villera']"
13,Argentina,18-24,nonbinary,spotify:playlist:0o5d8n2vxJGEjHRyZUpLhy,https://everynoise.com/everydemo.cgi?root=AR%2018-24n&amp;gscope=all&amp;ascope=all,"['argentine rock', 'latin rock', 'rock en espanol', 'latin alternative', 'rock nacional', 'trap argentino', 'argentine indie', 'cumbia 420', 'cumbia pop', 'pop argentino', 'argentine alternative rock', 'argentine hip hop', 'argentine telepop', 'cumbia villera', 'post-punk argentina', 'rap underground argentino', 'rkt', 'ska argentino', 'argentine punk', 'argentine reggae', 'electronica argentina', 'trap latino', 'hyperpop en espanol', 'manso indie', 'r&b argentino', 'rock uruguayo', 'trap triste', 'urbano espanol']"
14,Argentina,25-29,female,spotify:playlist:7Et5QB2icjdOHh2rKtRp3h,https://everynoise.com/everydemo.cgi?root=AR%2025-29f&amp;gscope=all&amp;ascope=all,"['argentine indie', 'argentine rock', 'latin rock', 'rock en espanol', 'pop argentino', 'latin alternative', 'rock nacional', 'cumbia pop', 'argentine telepop', 'trap argentino', 'argentine alternative rock', 'r&b argentino', 'electronica argentina', 'latin pop', 'latin', 'argentine hip hop', 'cumbia 420', 'cumbia villera', 'trap latino', 'bases de freestyle', 'cantautora argentina', 'cuarteto', 'folklore argentino', 'latin viral pop', 'pop electronico', 'rap latina', 'rap underground argentino', 'reggaeton', 'trap triste']"
15,Argentina,25-29,male,spotify:playlist:7zZfOLddXSWtDmOmUg08xm,https://everynoise.com/everydemo.cgi?root=AR%2025-29m&amp;gscope=all&amp;ascope=all,"['cumbia villera', 'cumbia pop', 'rkt', 'cumbia 420', 'argentine hip hop', 'rap underground argentino', 'cuarteto', 'argentine rock', 'cumbia santafesina', 'latin rock', 'rock en espanol', 'trap argentino', 'latin alternative', 'rock nacional', 'cumbia', 'cumbia sonidera', 'tropical']"
16,Argentina,25-29,nonbinary,spotify:playlist:1xmFUoG0VwuBM3WLBybPoH,https://everynoise.com/everydemo.cgi?root=AR%2025-29n&amp;gscope=all&amp;ascope=all,"['latin rock', 'argentine rock', 'rock en espanol', 'latin alternative', 'rock nacional', 'argentine indie', 'cumbia pop', 'pop argentino', 'trap argentino', 'ska argentino', 'argentine telepop', 'cumbia 420', 'argentine alternative rock', 'argentine reggae', 'post-punk argentina', 'argentine punk', 'cumbia villera', 'latin pop', 'trap latino', 'argentine hip hop', 'latin', 'latin metal', 'electronica argentina', 'r&b argentino', 'trap triste', 'argentine heavy metal', 'cantautor', 'folklore argentino', 'latin funk', 'pop electronico', 'rap conciencia', 'reggae en espanol', 'rock uruguayo']"
17,Argentina,30-34,female,spotify:playlist:27yyB3NGE4d99vMtkluTnx,https://everynoise.com/everydemo.cgi?root=AR%2030-34f&amp;gscope=all&amp;ascope=all,"['argentine rock', 'latin rock', 'rock en espanol', 'argentine indie', 'rock nacional', 'latin alternative', 'pop argentino', 'argentine telepop', 'cumbia pop', 'cumbia villera', 'argentine alternative rock', 'folklore argentino', 'latin', 'latin pop', 'cantautora argentina', 'cuarteto', 'electronica argentina', 'trap argentino', 'indie folk argentino', 'r&b argentino', 'cantautor', 'indie cordoba', 'latin viral pop', 'mexican indie', 'pop electronico', 'trap triste']"
18,Argentina,30-34,male,spotify:playlist:4TYhyZ9EfsllF9lW6eXQq6,https://everynoise.com/everydemo.cgi?root=AR%2030-34m&amp;gscope=all&amp;ascope=all,"['cumbia villera', 'argentine rock', 'rock en espanol', 'rock nacional', 'latin alternative', 'latin rock', 'cumbia santafesina', 'cuarteto', 'argentine punk', 'argentine metal', 'latin metal', 'ska argentino', 'cumbia pop', 'argentine heavy metal', 'latincore', 'argentine alternative rock', 'argentine reggae', 'rosario indie']"
19,Argentina,30-34,nonbinary,spotify:playlist:3YOtV00X0ydUvW4eckZ7kg,https://everynoise.com/everydemo.cgi?root=AR%2030-34n&amp;gscope=all&amp;ascope=all,"['argentine rock', 'latin rock', 'rock en espanol', 'latin alternative', 'rock nacional', 'argentine indie', 'pop argentino', 'ska argentino', 'argentine alternative rock', 'argentine telepop', 'cumbia pop', 'argentine reggae', 'post-punk argentina', 'argentine punk', 'cumbia villera', 'latin metal', 'latin pop', 'cantautor', 'electronica argentina', 'latin', 'latin funk', 'reggae en espanol', 'rock uruguayo', 'blues latinoamericano', 'folklore argentino', 'pop electronico', 'r&b argentino', 'trap argentino', 'trap latino']"
20,Argentina,35-44,female,spotify:playlist:7IEEr9ArWaDCoPtVyu2AJh,https://everynoise.com/everydemo.cgi?root=AR%2035-44f&amp;gscope=all&amp;ascope=all,"['argentine rock', 'rock en espanol', 'rock nacional', 'latin rock', 'latin alternative', 'argentine indie', 'pop argentino', 'argentine telepop', 'cumbia villera', 'folklore argentino', 'cumbia pop', 'latin pop', 'latin', 'cantautor', 'cuarteto', 'chamame', 'ska argentino', 'cantautora argentina', 'folclore salteno', 'indie cordoba', 'latin arena pop', 'nuevo folklore argentino', 'spanish pop', 'argentine reggae', 'indie folk argentino', 'mexican indie', 'mexican pop', 'nu-cumbia', 'spanish pop rock']"
21,Argentina,35-44,male,spotify:playlist:3B9V84LcLPCRUNXqDlyVNe,https://everynoise.com/everydemo.cgi?root=AR%2035-44m&amp;gscope=all&amp;ascope=all,"['argentine rock', 'rock en espanol', 'rock nacional', 'latin alternative', 'latin rock', 'latin metal', 'argentine metal', 'argentine punk', 'argentine heavy metal', 'cumbia villera', 'ska argentino', 'argentine indie', 'argentine reggae', 'post-punk argentina', 'argentine alternative rock', 'cumbia santafesina', 'latincore', 'reggae en espanol', 'blues latinoamericano', 'cuarteto', 'rosario indie']"
22,Argentina,35-44,nonbinary,spotify:playlist:0KCtTJsqstRnDeVDbSgpu1,https://everynoise.com/everydemo.cgi?root=AR%2035-44n&amp;gscope=all&amp;ascope=all,"['argentine rock', 'latin rock', 'rock en espanol', 'latin alternative', 'rock nacional', 'argentine indie', 'pop argentino', 'ska argentino', 'argentine alternative rock', 'argentine telepop', 'argentine reggae', 'post-punk argentina', 'argentine punk', 'latin metal', 'cantautor', 'cumbia pop', 'cumbia villera', 'folklore argentino', 'electronica argentina', 'rock uruguayo', 'argentine heavy metal', 'blues latinoamericano', 'latin', 'latin funk', 'latin pop', 'pop electronico', 'reggae en espanol', 'spanish pop', 'trap argentino']"
23,Argentina,45-54,female,spotify:playlist:15HHchKiwZdSpkGqoeD4rO,https://everynoise.com/everydemo.cgi?root=AR%2045-54f&amp;gscope=all&amp;ascope=all,"['argentine rock', 'rock nacional', 'rock en espanol', 'latin alternative', 'latin rock', 'latin pop', 'cumbia villera', 'folklore argentino', 'latin', 'pop argentino', 'cuarteto', 'spanish pop', 'latin arena pop', 'argentine telepop', 'chamame', 'cantautor', 'cumbia pop', 'folclore salteno', 'mexican pop', 'pop romantico', 'spanish pop rock', 'pop flamenco', 'cancion melodica', 'rumba', 'latin metal', 'ranchera', 'trova']"
24,Argentina,45-54,male,spotify:playlist:5TBBxOsjahfcXSWDCElEr9,https://everynoise.com/everydemo.cgi?root=AR%2045-54m&amp;gscope=all&amp;ascope=all,"['rock nacional', 'argentine rock', 'rock en espanol', 'latin rock', 'latin alternative', 'folklore argentino', 'chamame', 'argentine indie', 'cuarteto', 'folclore salteno', 'post-punk argentina', 'ska argentino', 'cumbia villera', 'blues latinoamericano', 'latin metal', 'zamba', 'argentine punk', 'folklore surero', 'argentine reggae', 'cantautor', 'folclore santiagueno', 'synthpop', 'argentine heavy metal', 'new romantic', 'new wave', 'new wave pop', 'trova']"
25,Argentina,45-54,nonbinary,spotify:playlist:4V22ZZJOzCU1veiuOM2xZD,https://everynoise.com/everydemo.cgi?root=AR%2045-54n&amp;gscope=all&amp;ascope=all,"['argentine rock', 'rock en espanol', 'latin alternative', 'latin rock', 'rock nacional', 'argentine telepop', 'ska argentino', 'argentine punk', 'pop argentino', 'post-punk argentina', 'cumbia pop', 'latin metal', 'cantautor', 'cumbia villera', 'folklore argentino']"
26,Argentina,55-64,female,spotify:playlist:1s9ErsKJF6eU8cgIxLhW3m,https://everynoise.com/everydemo.cgi?root=AR%2055-64f&amp;gscope=all&amp;ascope=all,"['argentine rock', 'rock nacional', 'rock en espanol', 'folklore argentino', 'latin alternative', 'latin rock', 'pop romantico', 'cantautor', 'chamame', 'latin pop', 'latin', 'cumbia villera', 'pop argentino', 'spanish pop', 'trova', 'argentine telepop', 'folclore salteno', 'tango', 'cancion melodica', 'latin arena pop', 'nueva cancion', 'vintage tango', 'mexican pop', 'spanish pop rock', 'tango cancion', 'bolero', 'canto popular uruguayo', 'cuarteto', 'cumbia', 'cumbia pop', 'folclore tucumano']"
27,Argentina,55-64,male,spotify:playlist:1CAH6xyXdQVBFM8thfn6mT,https://everynoise.com/everydemo.cgi?root=AR%2055-64m&amp;gscope=all&amp;ascope=all,"['folklore argentino', 'chamame', 'rock nacional', 'argentine rock', 'rock en espanol', 'latin rock', 'latin alternative', 'folclore salteno', 'pop romantico', 'zamba', 'folklore surero', 'folclore jujeno', 'folclore santiagueno', 'cantautor', 'guitarra argentina', 'argentine indie', 'polca paraguaya', 'ska argentino', 'tango', 'trova', 'vintage tango']"
28,Argentina,65+,female,spotify:playlist:4BsWM9uY7sVAlAsQf3GelF,https://everynoise.com/everydemo.cgi?root=AR%2065%2Bf&amp;gscope=all&amp;ascope=all,"['folklore argentino', 'argentine rock', 'rock nacional', 'pop romantico', 'rock en espanol', 'chamame', 'latin alternative', 'latin rock', 'cantautor', 'latin pop', 'folclore salteno', 'cancion melodica', 'latin', 'trova', 'bolero', 'cumbia villera', 'spanish pop', 'folklore surero', 'nueva cancion', 'ranchera', 'zamba', 'latin arena pop', 'tango', 'argentine indie', 'argentine telepop', 'cuarteto', 'folclore santiagueno', 'vintage tango', 'chanson', 'folclore tucumano', 'guitarra argentina', 'mexican pop', 'pop argentino', 'pop flamenco', 'spanish pop rock']"
29,Argentina,65+,male,spotify:playlist:1ZgTv19r4a8yTclkbnR10r,https://everynoise.com/everydemo.cgi?root=AR%2065%2Bm&amp;gscope=all&amp;ascope=all,"['folklore argentino', 'chamame', 'rock nacional', 'argentine rock', 'tango', 'vintage tango', 'rock en espanol', 'folclore salteno', 'pop romantico', 'zamba', 'folklore surero', 'orquesta tipica', 'latin rock', 'latin alternative', 'folclore jujeno', 'guitarra argentina', 'folclore santiagueno', 'nueva cancion', 'tango cancion', 'bandoneon', 'cantautor', 'canto popular uruguayo', 'folklore cuyano', 'latin classical', 'polca paraguaya', 'trova']"
30,Australia,0-17,female,spotify:playlist:7svjdZn4SfV09VuEO84aVf,https://everynoise.com/everydemo.cgi?root=AU%200-17f&amp;gscope=all&amp;ascope=all,"['australian pop', 'aussie drill', 'australian talent show', 'australian indie', 'australian underground hip hop', 'australian garage punk', 'australian trap', 'dance pop', 'pacific islands pop', 'australian hip hop', 'pop', 'australian rock', 'pop rap', 'australian indie rock', 'chill drill', 'r&b', 'uk pop', 'viral rap', 'perth indie', 'post-teen pop', 'uk hip hop', 'australian alternative rock', 'australian country', 'australian reggae fusion', 'cali rap', 'indie surf', 'melbourne bounce', 'melbourne bounce international', 'pop r&b', 'rap', 'social media pop', 'urban contemporary']"
31,Australia,0-17,male,spotify:playlist:6KlUwtyFVnYtpPQrLeX2kR,https://everynoise.com/everydemo.cgi?root=AU%200-17m&amp;gscope=all&amp;ascope=all,"['aussie drill', 'australian underground hip hop', 'australian trap', 'pacific islands pop', 'australian hip hop', 'australian indigenous hip hop', 'nz gangsta rap', 'polynesian hip hop', 'uk hip hop']"
32,Australia,0-17,nonbinary,spotify:playlist:6s2kUjZ8rxMThgp4VbGQAm,https://everynoise.com/everydemo.cgi?root=AU%200-17n&amp;gscope=all&amp;ascope=all,"['indie pop', 'viral rap', 'alt z', 'otacore', 'dream smp', 'weirdcore', 'bedroom pop', 'broadway', 'lo-fi indie', 'modern indie pop', 'show tunes', 'comic', 'folk punk', 'hollywood', 'modern rock', 'alternative emo', 'emo', 'hyperpop', 'indie garage rock', 'indie rock', 'piano rock', 'steampunk', 'acoustic punk', 'alternative rock', 'anti-folk', 'boston indie', 'brooklyn indie', 'dark cabaret', 'fnaf', 'midwest emo', 'new jersey indie', 'philly indie', 'rock', 'sped up', 'vocaloid']"
33,Australia,18-24,female,spotify:playlist:3ji9sWGeZvW9XDqwhEdzGN,https://everynoise.com/everydemo.cgi?root=AU%2018-24f&amp;gscope=all&amp;ascope=all,"['australian pop', 'australian indie', 'australian garage punk', 'australian indie rock', 'australian talent show', 'aussie drill', 'australian hip hop', 'australian underground hip hop', 'australian trap', 'dance pop', 'australian dance', 'australian alternative pop', 'australian rock', 'brisbane indie', 'fremantle indie', 'aussietronica', 'australian alternative rock', 'australian reggae fusion', 'perth indie', 'pop rap', 'post-teen pop', 'australian electropop', 'australian indigenous', 'disco house', 'edm', 'indie surf', 'modern rock', 'pop punk']"
34,Australia,18-24,male,spotify:playlist:1LeOWLdhExSwrrBveJMcjM,https://everynoise.com/everydemo.cgi?root=AU%2018-24m&amp;gscope=all&amp;ascope=all,"['aussie drill', 'australian underground hip hop', 'australian trap', 'australian hip hop', 'pacific islands pop', 'australian pop', 'australian garage punk', 'australian indie', 'uk hip hop', 'australian indie rock', 'grime', 'melbourne bounce', 'melbourne bounce international', 'uk drill']"
35,Australia,18-24,nonbinary,spotify:playlist:2g0DBc1qZJLoUxMhTPwj05,https://everynoise.com/everydemo.cgi?root=AU%2018-24n&amp;gscope=all&amp;ascope=all,"['australian pop', 'australian indie', 'australian alternative rock', 'australian rock', 'australian talent show', 'indie pop', 'australian dance', 'australian indie rock', 'aussietronica', 'australian indigenous', 'australian hip hop', 'kiwi rock', 'perth indie', 'alternative dance', 'australian garage punk', 'australian underground hip hop', 'brisbane indie', 'europop', 'indie soul', 'modern rock', 'pop rock', 'viral rap', 'alternative emo', 'alternative metal', 'australian trap', 'comic', 'dance pop', 'dance-punk', 'dream smp', 'fremantle indie', 'indie rock', 'indietronica', 'new jersey indie', 'new rave', 'nu metal', 'pop rap', 'rock']"
36,Australia,25-29,female,spotify:playlist:3ERHCcLcdfc6FssWfzJNPN,https://everynoise.com/everydemo.cgi?root=AU%2025-29f&amp;gscope=all&amp;ascope=all,"['australian pop', 'australian indie', 'australian talent show', 'australian alternative pop', 'australian alternative rock', 'australian rock', 'aussietronica', 'australian hip hop', 'dance pop', 'australian garage punk', 'brisbane indie', 'australian electropop', 'australian indie rock', 'australian indigenous', 'australian r&b', 'europop', 'pacific islands pop', 'pop', 'post-teen pop', 'alt z', 'australian country', 'australian dance', 'australian indigenous hip hop', 'australian singer-songwriter', 'australian underground hip hop', 'candy pop', 'edm', 'fremantle indie', 'indie folk', 'nz pop', 'perth indie', 'sydney indie', 'tropical house']"
37,Australia,25-29,male,spotify:playlist:6Nd0nOrpvQOWT1R0jsdGy7,https://everynoise.com/everydemo.cgi?root=AU%2025-29m&amp;gscope=all&amp;ascope=all,"['australian underground hip hop', 'aussie drill', 'australian hip hop', 'australian indie', 'australian garage punk', 'australian trap', 'australian pop', 'australian alternative rock', 'aussie emo', 'pacific islands pop', 'west australian hip hop', 'australian indie rock', 'australian indigenous hip hop', 'australian rock', 'brisbane indie', 'pop rap', 'nz hip hop', 'polynesian hip hop']"
38,Australia,25-29,nonbinary,spotify:playlist:6pT7zonhsFsfH14yHhracf,https://everynoise.com/everydemo.cgi?root=AU%2025-29n&amp;gscope=all&amp;ascope=all,"['australian pop', 'australian alternative rock', 'australian rock', 'australian indie', 'australian talent show', 'dance pop', 'pop rock', 'australian dance', 'australian indie rock', 'indie soul', 'pop', 'post-teen pop', 'aussietronica', 'modern rock', 'new wave pop', 'perth indie', 'tropical house', 'alternative dance', 'aussie drill', 'australian hip hop', 'australian indie folk', 'australian psych', 'australian reggae fusion', 'australian underground hip hop', 'brisbane indie', 'edm', 'electro house', 'europop', 'fremantle indie', 'indie folk', 'kiwi rock', 'mellow gold', 'new romantic', 'new wave', 'pacific islands pop', 'rock', 'soft rock', 'uk pop']"
39,Australia,30-34,female,spotify:playlist:1SH16NtzyUjOofcbCb7SB6,https://everynoise.com/everydemo.cgi?root=AU%2030-34f&amp;gscope=all&amp;ascope=all,"['australian pop', 'australian indie', 'australian rock', 'australian alternative rock', 'australian talent show', 'dance pop', 'australian dance', 'australian indigenous', 'australian singer-songwriter', 'australian alternative pop', 'australian country', 'brisbane indie', 'europop', 'uk pop', 'aussietronica', 'australian hip hop', 'australian indie rock', 'pop', 'tropical house', 'alternative dance', 'australian electropop', 'australian indigenous hip hop', 'australian r&b', 'bubblegum dance', 'disco house', 'edm', 'indie folk', 'nz pop', 'pop dance', 'post-teen pop', 'vocal house']"
40,Australia,30-34,male,spotify:playlist:5sfHjBufPBBKWo7Ovsqs90,https://everynoise.com/everydemo.cgi?root=AU%2030-34m&amp;gscope=all&amp;ascope=all,"['australian underground hip hop', 'australian hip hop', 'australian alternative rock', 'australian indie', 'australian pop', 'australian garage punk', 'australian rock', 'australian trap', 'aussie drill', 'aussie emo', 'australian dance', 'alternative dance', 'aussietronica', 'australian indigenous hip hop', 'pacific islands pop', 'australian house', 'australian ska', 'electro house', 'nz hip hop', 'perth indie', 'pop rap', 'adelaide indie', 'australian indie rock', 'australian indigenous', 'australian reggae fusion', 'australian talent show', 'bass house', 'brisbane punk', 'conscious hip hop', 'disco house', 'djent', 'edm', 'electronica', 'melodic hardcore', 'new rave', 'polynesian hip hop', 'punk', 'skate punk', 'vocal house', 'west australian hip hop']"
41,Australia,30-34,nonbinary,spotify:playlist:22mm76AKjqjCOaO7LWTgO4,https://everynoise.com/everydemo.cgi?root=AU%2030-34n&amp;gscope=all&amp;ascope=all,"['australian pop', 'australian indie', 'australian alternative rock', 'australian rock', 'australian talent show', 'aussietronica', 'australian dance', 'brisbane indie', 'australian indigenous', 'alternative dance', 'australian indie rock', 'australian singer-songwriter', 'dance pop', 'indie folk', 'indie soul', 'kiwi rock', 'perth indie', 'pop rock', 'alternative rock', 'australian hip hop', 'australian psych', 'europop', 'fremantle indie', 'modern rock', 'new rave', 'nu disco', 'nz pop', 'post-teen pop', 'uk pop']"
42,Australia,35-44,female,spotify:playlist:3JNGLvIZB8GkptocvuKf2C,https://everynoise.com/everydemo.cgi?root=AU%2035-44f&amp;gscope=all&amp;ascope=all,"['australian pop', 'australian rock', 'australian alternative rock', 'australian indie', 'australian talent show', 'australian indigenous', 'australian singer-songwriter', 'dance pop', 'australian dance', 'europop', 'indie folk', 'new wave pop', 'perth indie', 'pop', 'tropical house', 'uk pop', 'australian country', 'brisbane indie', 'edm', 'electro house', 'lilith', 'mellow gold', 'new romantic', 'piano rock', 'pop dance', 'pop rock', 'soft rock']"
43,Australia,35-44,male,spotify:playlist:5bbD8lanHfk0QZOGZOyPFG,https://everynoise.com/everydemo.cgi?root=AU%2035-44m&amp;gscope=all&amp;ascope=all,"['australian alternative rock', 'australian rock', 'australian pop', 'australian indie', 'australian underground hip hop', 'australian hip hop', 'skate punk', 'melodic hardcore', 'perth indie', 'punk', 'pop rock', 'alternative dance', 'australian dance', 'australian garage punk', 'australian indigenous', 'australian psych', 'alternative metal', 'aussie emo', 'australian ska', 'australian talent show', 'australian trap', 'djent', 'nu metal', 'pop rap']"
44,Australia,35-44,nonbinary,spotify:playlist:4S5oxGma5uPVZBGhjECv5G,https://everynoise.com/everydemo.cgi?root=AU%2035-44n&amp;gscope=all&amp;ascope=all,"['australian pop', 'australian alternative rock', 'australian indie', 'australian rock', 'australian talent show', 'australian indigenous', 'aussietronica', 'brisbane indie', 'australian dance', 'australian singer-songwriter', 'indie folk', 'pop rock', 'alternative dance', 'australian indie rock', 'dance pop', 'indie soul', 'perth indie', 'alternative rock', 'australian alternative pop', 'australian hip hop', 'australian psych', 'electronica', 'europop', 'kiwi rock', 'nz pop', 'uk pop']"
45,Australia,45-54,female,spotify:playlist:6AfN4BhZ6jJcWiJdl0NYoD,https://everynoise.com/everydemo.cgi?root=AU%2045-54f&amp;gscope=all&amp;ascope=all,"['australian rock', 'australian pop', 'australian alternative rock', 'australian talent show', 'australian indie', 'new wave pop', 'australian dance', 'new romantic', 'new wave', 'australian indigenous', 'mellow gold', 'soft rock', 'synthpop', 'australian country', 'europop', 'album rock', 'australian singer-songwriter', 'classic nz pop', 'dance pop', 'dance rock', 'disco', 'perth indie', 'pop rock']"
46,Australia,45-54,male,spotify:playlist:1bHKbamiBwimQ9vkVcrFcZ,https://everynoise.com/everydemo.cgi?root=AU%2045-54m&amp;gscope=all&amp;ascope=all,"['australian rock', 'australian alternative rock', 'australian pop', 'new wave pop', 'new romantic', 'new wave', 'australian indigenous', 'punk', 'punk blues', 'rock', 'synthpop', 'australian country', 'australian psych', 'dance rock', 'mellow gold', 'pop rock', 'post-punk', 'protopunk', 'pub rock', 'soft rock']"
47,Australia,45-54,nonbinary,spotify:playlist:1lEQSm40r9NFn5zxvwHIRz,https://everynoise.com/everydemo.cgi?root=AU%2045-54n&amp;gscope=all&amp;ascope=all,"['australian pop', 'australian rock', 'australian alternative rock', 'australian indie', 'australian talent show', 'new wave pop', 'mellow gold', 'new romantic', 'rock', 'soft rock', 'new wave', 'pop rock', 'album rock', 'classic rock', 'folk rock', 'art rock', 'kiwi rock', 'singer-songwriter', 'alternative rock', 'australian hip hop', 'australian indie rock', 'australian indigenous', 'brisbane indie', 'classic uk pop', 'country rock', 'dance pop', 'europop', 'indie folk', 'perth indie', 'sophisti-pop', 'synthpop', 'aussietronica', 'australian country', 'australian dance', 'australian psych', 'australian singer-songwriter', 'permanent wave', 'pop', 'power pop', 'tropical house', 'uk pop', 'yacht rock']"
48,Australia,55-64,female,spotify:playlist:1bjkjDniFILdImyAIzUekH,https://everynoise.com/everydemo.cgi?root=AU%2055-64f&amp;gscope=all&amp;ascope=all,"['australian rock', 'australian pop', 'australian alternative rock', 'australian country', 'australian talent show', 'soft rock', 'bubblegum pop', 'classic australian country', 'australian dance', 'australian indigenous', 'classic rock', 'folk rock', 'mellow gold', 'album rock', 'brill building pop', 'classic uk pop', 'adult standards', 'classic nz pop', 'country rock', 'australian americana', 'australian indie', 'disco', 'folk', 'hard rock', 'merseybeat', 'new wave pop', 'pacific islands pop', 'rock', 'rock-and-roll', 'singer-songwriter']"
